exam_id,exam_name,exam_category,organization,country,state,year,subject,topic,subtopic,difficulty,cognitive_level,question_type,question,options,correct_answer,explanation,marks,negative_marks,time_limit_seconds,language,source,tags,created_at,updated_at,question_hash
CLAT_2026_0000001,CLAT,Entrance,Consortium of NLUs,India,,2026,Economics,Macroeconomics,GDP,Easy,Understand,MCQ,What is the value of 11 + 2?,"['18', '13', '16', '12']",13,Sum = 11 + 2 = 13.,1,0.25,30,English,Mock.AI Production Generator,"['clat', 'economics', 'easy', 'mcq']",2026-05-01T05:44:55.640969+00:00,2026-05-01T05:44:55.640969+00:00,e54d34f933ea9a1de21bbc93b4d5c290517bb8a957a4485598b031aac4500868
RRB_NTPC_2026_0000003,RRB NTPC,Railway,RRB,India,,2026,Economics,Banking,Repo Rate,Easy,Apply,Programming questions,Write a Python expression to check if number 26 is even.,[],26 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['rrb-ntpc', 'economics', 'easy', 'programming-questions']",2026-05-01T05:44:55.641003+00:00,2026-05-01T05:44:55.641003+00:00,f07b226ba8f480e2d4d029b54550743bad298b1df0d2e33d041f0e200fe88d5f
BPSC_2026_0000001,BPSC,State Government,BPSC,India,Bihar,2026,DBMS,Transactions,ACID,Easy,Apply,Programming questions,Write a Python expression to check if number 13 is even.,[],13 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['bpsc', 'dbms', 'easy', 'programming-questions']",2026-05-01T05:44:55.641037+00:00,2026-05-01T05:44:55.641037+00:00,e50fddc43cb9b01c5148270c2294f79b0d4ae3e76a060a4acb304f41135c0e9b
SSC_CGL_2026_0000002,SSC CGL,Government,SSC,India,,2026,English,Vocabulary,Synonyms,Medium,Apply,Numerical problems,"If a train travels 436 km in 10 hours, find the speed.",[],43.6 km/h,Speed = distance/time = 436/10 = 43.6 km/h.,2,0.5,75,English,Mock.AI Production Generator,"['ssc-cgl', 'english', 'medium', 'numerical-problems']",2026-05-01T05:44:55.641074+00:00,2026-05-01T05:44:55.641074+00:00,060d1f31de0ce72dc9cbe83299d28c6b32e120065f73940c442242f32f8aab25
CLAT_2026_0000002,CLAT,Entrance,Consortium of NLUs,India,,2026,Polity,Local Government,Panchayati Raj,Hard,Analyze,Fill in the blanks,SQL stands for Structured Query ____.,[],Language,SQL expands to Structured Query Language.,1,0,30,English,Mock.AI Production Generator,"['clat', 'polity', 'hard', 'fill-in-the-blanks']",2026-05-01T05:44:55.641110+00:00,2026-05-01T05:44:55.641110+00:00,3e53528b8a5816e897caaf1dc6004c41c69d7cebf9375f6172c78c5409db4b2f
APPSC_2026_0000001,APPSC,State Government,APPSC,India,Andhra Pradesh,2026,Quantitative Aptitude,Time and Work,Efficiency,Hard,Create,True/False,समुद्र तल पर पानी 100 C पर उबलता है।,"['सत्य', 'असत्य']",सत्य,Standard boiling point at 1 atm is 100 C.,1,0,40,Hindi,Mock.AI Production Generator,"['appsc', 'quantitative-aptitude', 'hard', 'true/false']",2026-05-01T05:44:55.641145+00:00,2026-05-01T05:44:55.641145+00:00,d030df5e8b2b2453086d44d32dff3929068532c7e3e27bbf074ebdd5a72e9818
SET_2026_0000002,SET,Teaching,State Agency,India,Various,2026,Operating Systems,Memory,Paging,Medium,Apply,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['set', 'operating-systems', 'medium', 'diagram-based-questions']",2026-05-01T05:44:55.641179+00:00,2026-05-01T05:44:55.641179+00:00,5102b968b4497f8aabaa0713eedb2da8d440fa13a66e436f47807e481853337e
CTET_2026_0000003,CTET,Teaching,CBSE,India,,2026,Physics,Electricity,Ohm Law,Hard,Create,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['ctet', 'physics', 'hard', 'match-the-following']",2026-05-01T05:44:55.641212+00:00,2026-05-01T05:44:55.641212+00:00,e2e91d6d5d57b53f92e4445727731e5fe7656a1f83529735d19fa83ea1364be3
APPSC_2026_0000002,APPSC,State Government,APPSC,India,Andhra Pradesh,2026,Environment,Ecology,Food Chain,Easy,Remember,MCQ,What is the value of 9 + 12?,"['19', '21', '22', '27']",21,Sum = 9 + 12 = 21.,1,0.25,30,English,Mock.AI Production Generator,"['appsc', 'environment', 'easy', 'mcq']",2026-05-01T05:44:55.641253+00:00,2026-05-01T05:44:55.641253+00:00,b66151bc707441a4f0903adb5a5a3e8bc3b711bffe54ec97687cdc77e8889949
IBPS_RRB_2026_0000001,IBPS RRB,Banking,IBPS,India,,2026,Biology,Genetics,DNA,Medium,Understand,True/False,समुद्र तल पर पानी 100 C पर उबलता है।,"['सत्य', 'असत्य']",सत्य,Standard boiling point at 1 atm is 100 C.,1,0,40,Hindi,Mock.AI Production Generator,"['ibps-rrb', 'biology', 'medium', 'true/false']",2026-05-01T05:44:55.641289+00:00,2026-05-01T05:44:55.641289+00:00,e08752914d43ce8d18ee0ee12b895e19b74fc178641eed4cce2e76df1256fc07
CLAT_2026_0000003,CLAT,Entrance,Consortium of NLUs,India,,2026,DBMS,Normalization,3NF,Easy,Understand,Match the following,"मिलान कीजिए: (A) CPU, (B) RAM, (C) HDD और (1) संग्रहण, (2) प्रसंस्करण, (3) अस्थायी मेमोरी।","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,Hindi,Mock.AI Production Generator,"['clat', 'dbms', 'easy', 'match-the-following']",2026-05-01T05:44:55.641324+00:00,2026-05-01T05:44:55.641324+00:00,efba3255773efd8155db8d0f93e6b1e45b8b278f887eb5a1782bc1104954fcbc
AFCAT_2026_0000001,AFCAT,Defense,Indian Air Force,India,,2026,Science,General Physics,Units,Medium,Analyze,Numerical problems,"If a train travels 359 km in 10 hours, find the speed.",[],35.9 km/h,Speed = distance/time = 359/10 = 35.9 km/h.,2,0.5,75,English,Mock.AI Production Generator,"['afcat', 'science', 'medium', 'numerical-problems']",2026-05-01T05:44:55.641363+00:00,2026-05-01T05:44:55.641363+00:00,eb9e25b8d3e71c05ff77cd102f92fdb06868b9fdc93af233aeddc14e608c1b5f
UPSC_NDA_2026_0000004,UPSC NDA,Defense,UPSC,India,,2026,Algorithms,Sorting,Complexity,Medium,Understand,Programming questions,संख्या 8 के सम होने की जांच के लिए Python अभिव्यक्ति लिखिए।,[],8 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,Hindi,Mock.AI Production Generator,"['upsc-nda', 'algorithms', 'medium', 'programming-questions']",2026-05-01T05:44:55.641398+00:00,2026-05-01T05:44:55.641398+00:00,5f0f3fe2622cc9b46194c476b71b95dfcb6ebdc83321aa9253367349c4d3c0df
NID_2026_0000001,NID,Entrance,NID,India,,2026,Environment,Climate Change,Mitigation,Medium,Understand,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['nid', 'environment', 'medium', 'match-the-following']",2026-05-01T05:44:55.641435+00:00,2026-05-01T05:44:55.641435+00:00,6826e1194e3d0ce1f959b6e9170d4c881572a4394ef8596408de4d0f28231a42
NIFT_2026_0000001,NIFT,Entrance,NIFT,India,,2026,Algorithms,Sorting,Complexity,Hard,Analyze,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['nift', 'algorithms', 'hard', 'diagram-based-questions']",2026-05-01T05:44:55.641469+00:00,2026-05-01T05:44:55.641469+00:00,c54f1c6c9e0a050d3d66b5b149ad5e556983523f46e389432239714445c22d78
RRB_GROUP_D_2026_0000003,RRB Group D,Railway,RRB,India,,2026,Operating Systems,Synchronization,Deadlock,Hard,Create,Case study questions,"A bank report shows branch deposits (in crore): A=65, B=33, C=35. Which branch has the highest deposits?","['A', 'B', 'C']",A,"Maximum value is 65, so branch A is correct.",3,0.5,120,English,Mock.AI Production Generator,"['rrb-group-d', 'operating-systems', 'hard', 'case-study-questions']",2026-05-01T05:44:55.641507+00:00,2026-05-01T05:44:55.641507+00:00,8244307c10547c612b80f6c4aa3d427d7d7b212d20b0aa3319ac693b662c611c
INDIAN_ARMY_2026_0000002,Indian Army,Defense,Indian Army,India,,2026,Environment,Ecology,Food Chain,Medium,Understand,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['indian-army', 'environment', 'medium', 'match-the-following']",2026-05-01T05:44:55.641541+00:00,2026-05-01T05:44:55.641541+00:00,ac7dd06b532cfe030ebcf7ba76e8a52a9677a1e28a3dd28aa7154bcb7ae1c2a4
RRB_ALP_2026_0000002,RRB ALP,Railway,RRB,India,,2026,Science,General Chemistry,Acids-Bases,Medium,Analyze,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['rrb-alp', 'science', 'medium', 'diagram-based-questions']",2026-05-01T05:44:55.641574+00:00,2026-05-01T05:44:55.641574+00:00,3364a5b23265832ae29b552bc1468be0782c155b5dece08eefa223d3ec493a1c
SSC_CGL_2026_0000003,SSC CGL,Government,SSC,India,,2026,Economics,Macroeconomics,GDP,Easy,Apply,Case study questions,"A bank report shows branch deposits (in crore): A=35, B=59, C=69. Which branch has the highest deposits?","['A', 'B', 'C']",C,"Maximum value is 69, so branch C is correct.",3,0.5,120,English,Mock.AI Production Generator,"['ssc-cgl', 'economics', 'easy', 'case-study-questions']",2026-05-01T05:44:55.641611+00:00,2026-05-01T05:44:55.641611+00:00,deeefbe4128e3ac2b1fb72465726fddb1577aad591f8f98e0808f329f76325ea
MPSC_2026_0000002,MPSC,State Government,MPSC,India,Maharashtra,2026,Biology,Physiology,Circulation,Medium,Analyze,Case study questions,"A bank report shows branch deposits (in crore): A=83, B=79, C=75. Which branch has the highest deposits?","['A', 'B', 'C']",A,"Maximum value is 83, so branch A is correct.",2,0.5,120,English,Mock.AI Production Generator,"['mpsc', 'biology', 'medium', 'case-study-questions']",2026-05-01T05:44:55.641649+00:00,2026-05-01T05:44:55.641649+00:00,dc7fda87a35183c4228d5dd61400ade0900cbb4534ce151584c53ffa68ce54b4
AIIMS_2026_0000002,AIIMS,Medical,AIIMS,India,,2026,English,Comprehension,Inference,Easy,Understand,Programming questions,Write a Python expression to check if number 9 is even.,[],9 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['aiims', 'english', 'easy', 'programming-questions']",2026-05-01T05:44:55.641684+00:00,2026-05-01T05:44:55.641684+00:00,56921bcfa018cf87f457a6f5a7e5435d22674928b397eb19f426eb22efc0fbb4
WBJEE_2026_0000002,WBJEE,Engineering,WBJEEB,India,West Bengal,2026,ML,Classification,Metrics,Easy,Understand,MCQ,11 + 19 का मान क्या है?,"['38', '28', '30', '33']",30,योग = 11 + 19 = 30।,1,0.25,30,Hindi,Mock.AI Production Generator,"['wbjee', 'ml', 'easy', 'mcq']",2026-05-01T05:44:55.641724+00:00,2026-05-01T05:44:55.641724+00:00,e9da473ede5e1d26e3475ffb05437dbbfe9319e4f369c810ddd78ef4499e989a
RBI_GRADE_B_2026_0000001,RBI Grade B,Banking,RBI,India,,2026,Science,General Biology,Nutrition,Medium,Analyze,Programming questions,Write a Python expression to check if number 15 is even.,[],15 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['rbi-grade-b', 'science', 'medium', 'programming-questions']",2026-05-01T05:44:55.641760+00:00,2026-05-01T05:44:55.641760+00:00,2446e684b0ba3971ebaad15acfc08b36f4b2b026717b39c8a16add7b7f8df3e9
CIVIL_JUDGE_2026_0000001,Civil Judge,Judicial,State Judicial Service,India,Various,2026,DBMS,Normalization,3NF,Easy,Understand,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['civil-judge', 'dbms', 'easy', 'assertion-reason']",2026-05-01T05:44:55.641793+00:00,2026-05-01T05:44:55.641793+00:00,2a267400ea3fb32d3056591c7f62919eacb09f7e5c38c50df2d9c070e48306a8
CTET_2026_0000004,CTET,Teaching,CBSE,India,,2026,Mathematics,Algebra,Linear Equations,Hard,Evaluate,Programming questions,Write a Python expression to check if number 24 is even.,[],24 % 2 == 0,A number is even if remainder with 2 is zero.,4,0,120,English,Mock.AI Production Generator,"['ctet', 'mathematics', 'hard', 'programming-questions']",2026-05-01T05:44:55.641829+00:00,2026-05-01T05:44:55.641829+00:00,22771acdbe0235852fd26ef1149731dff195a503874a45c25144c7a964b32fcd
IBPS_CLERK_2026_0000003,IBPS Clerk,Banking,IBPS,India,,2026,History,Ancient India,Vedic Age,Hard,Analyze,Match the following,"मिलान कीजिए: (A) CPU, (B) RAM, (C) HDD और (1) संग्रहण, (2) प्रसंस्करण, (3) अस्थायी मेमोरी।","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,Hindi,Mock.AI Production Generator,"['ibps-clerk', 'history', 'hard', 'match-the-following']",2026-05-01T05:44:55.641863+00:00,2026-05-01T05:44:55.641863+00:00,992cde9f10789905ce029ee45b60994e9b3e89ff579a14c4bc12c68d799ff21d
KCET_2026_0000001,KCET,Engineering,KEA,India,Karnataka,2026,Chemistry,Physical Chemistry,Mole Concept,Hard,Create,True/False,BST में inorder traversal क्रमबद्ध keys देता है।,"['सत्य', 'असत्य']",सत्य,BST inorder traversal yields sorted order.,1,0,40,Hindi,Mock.AI Production Generator,"['kcet', 'chemistry', 'hard', 'true/false']",2026-05-01T05:44:55.641899+00:00,2026-05-01T05:44:55.641899+00:00,3c8a4ae870a677ed5dcebb905ac01f4833bc0c9f8ef95e493c31a74eca08b0b8
KCET_2026_0000002,KCET,Engineering,KEA,India,Karnataka,2026,Science,General Biology,Nutrition,Medium,Understand,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['kcet', 'science', 'medium', 'assertion-reason']",2026-05-01T05:44:55.641932+00:00,2026-05-01T05:44:55.641932+00:00,ca66480b6af37f3f3b2c96476cd98c60824dc23965eac9d7fa6ceebfba3f9a2b
APPSC_2026_0000003,APPSC,State Government,APPSC,India,Andhra Pradesh,2026,AI,Planning,State Space,Easy,Remember,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['appsc', 'ai', 'easy', 'diagram-based-questions']",2026-05-01T05:44:55.641967+00:00,2026-05-01T05:44:55.641967+00:00,f17e27516533d36b54dfae5e95dd2945393f698beee2f46abf1bf4896f8b4609
RPSC_2026_0000001,RPSC,State Government,RPSC,India,Rajasthan,2026,Computer Networks,OSI Model,Layers,Hard,Analyze,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,4,1,90,English,Mock.AI Production Generator,"['rpsc', 'computer-networks', 'hard', 'assertion-reason']",2026-05-01T05:44:55.642001+00:00,2026-05-01T05:44:55.642001+00:00,e672606befcc560a03c41476e6941fca9fea9ae1822ba21653ce389041808430
JEE_MAIN_2026_0000001,JEE Main,Engineering,NTA,India,,2026,Mathematics,Algebra,Linear Equations,Medium,Understand,Programming questions,संख्या 13 के सम होने की जांच के लिए Python अभिव्यक्ति लिखिए।,[],13 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,Hindi,Mock.AI Production Generator,"['jee-main', 'mathematics', 'medium', 'programming-questions']",2026-05-01T05:44:55.642036+00:00,2026-05-01T05:44:55.642036+00:00,6f15eadd4091462de15db4aaade384a479e3aa404c3a28bf3ecf69cbb925636a
SSC_GD_2026_0000002,SSC GD,Government,SSC,India,,2026,DBMS,SQL,Queries,Hard,Analyze,MCQ,1589 + 1723 का मान क्या है?,"['3320', '3312', '3309', '3315']",3312,योग = 1589 + 1723 = 3312।,4,1,90,Hindi,Mock.AI Production Generator,"['ssc-gd', 'dbms', 'hard', 'mcq']",2026-05-01T05:44:55.642077+00:00,2026-05-01T05:44:55.642077+00:00,83f341cec176d55aa85f0a0b15d22b5366c68eb2deaa85b57f005daba838cc32
UPSC_CAPF_2026_0000002,UPSC CAPF,Government,UPSC,India,,2026,Quantitative Aptitude,Percentage,Basic Percentage,Medium,Apply,Case study questions,"A bank report shows branch deposits (in crore): A=35, B=81, C=56. Which branch has the highest deposits?","['A', 'B', 'C']",B,"Maximum value is 81, so branch B is correct.",2,0.5,120,English,Mock.AI Production Generator,"['upsc-capf', 'quantitative-aptitude', 'medium', 'case-study-questions']",2026-05-01T05:44:55.642118+00:00,2026-05-01T05:44:55.642118+00:00,d3a200f5419ae44cefc3022f8172d5940f8586d0a67dfdb731f89ba53008416d
UPSC_CIVIL_SERVICES_2026_0000001,UPSC Civil Services,Government,UPSC,India,,2026,Computer Networks,Routing,Basics,Easy,Remember,True/False,CPU का पूर्ण रूप Central Process Unit है।,"['सत्य', 'असत्य']",असत्य,सही पूर्ण रूप Central Processing Unit है।,1,0,25,Hindi,Mock.AI Production Generator,"['upsc-civil-services', 'computer-networks', 'easy', 'true/false']",2026-05-01T05:44:55.642154+00:00,2026-05-01T05:44:55.642154+00:00,ffbf5fd53290121767f6d60afa8677df663e09f3f14974bdf7c7fee69fd96eef
CS_2026_0000001,CS,Entrance,ICSI,India,,2026,Algorithms,Graph Algorithms,Shortest Path,Easy,Remember,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['cs', 'algorithms', 'easy', 'assertion-reason']",2026-05-01T05:44:55.642188+00:00,2026-05-01T05:44:55.642188+00:00,4e19d8a03e16d762c934a594fd6b77a7d37139d00807e90750a4cd0c7170eebb
UPSC_IES_2026_0000001,UPSC IES,Government,UPSC,India,,2026,AI,Knowledge Representation,Logic,Easy,Apply,Case study questions,"A bank report shows branch deposits (in crore): A=41, B=52, C=88. Which branch has the highest deposits?","['A', 'B', 'C']",C,"Maximum value is 88, so branch C is correct.",3,0.5,120,English,Mock.AI Production Generator,"['upsc-ies', 'ai', 'easy', 'case-study-questions']",2026-05-01T05:44:55.642226+00:00,2026-05-01T05:44:55.642226+00:00,b6b6826b1a70fc95d22659097e92920fa4d9676c6072df0f59628fbd9372f2c7
DSSSB_2026_0000002,DSSSB,Teaching,DSSSB,India,Delhi,2026,History,Medieval India,Delhi Sultanate,Medium,Analyze,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['dsssb', 'history', 'medium', 'match-the-following']",2026-05-01T05:44:55.642260+00:00,2026-05-01T05:44:55.642260+00:00,5e3b6c03ee610bf8ba35e4c5fa41a75e181394d3c8e0f30ef3d133a560d35d1b
AP_EAMCET_2026_0000001,AP EAMCET,Engineering,APSCHE,India,Andhra Pradesh,2026,English,Comprehension,Inference,Easy,Understand,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['ap-eamcet', 'english', 'easy', 'assertion-reason']",2026-05-01T05:44:55.642293+00:00,2026-05-01T05:44:55.642293+00:00,eff851abc89388117f71f553f7eda0f8be5e54bc700c2e0ca09237ec2be79e9e
SSC_JE_2026_0000001,SSC JE,Government,SSC,India,,2026,Science,General Chemistry,Acids-Bases,Easy,Apply,Case study questions,"A bank report shows branch deposits (in crore): A=54, B=84, C=58. Which branch has the highest deposits?","['A', 'B', 'C']",B,"Maximum value is 84, so branch B is correct.",3,0.5,120,English,Mock.AI Production Generator,"['ssc-je', 'science', 'easy', 'case-study-questions']",2026-05-01T05:44:55.642331+00:00,2026-05-01T05:44:55.642331+00:00,16c39361f1a80eb2e24966bee0731b664c253b03f8221d4eb7719c6c0200ab24
TS_EAMCET_2026_0000001,TS EAMCET,Engineering,TSCHE,India,Telangana,2026,Quantitative Aptitude,Time and Work,Efficiency,Easy,Remember,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['ts-eamcet', 'quantitative-aptitude', 'easy', 'assertion-reason']",2026-05-01T05:44:55.642364+00:00,2026-05-01T05:44:55.642364+00:00,199b984c965b3e2cceb8226c31ee42c735de60524693e784cfc3e5c675b8e17f
RRB_NTPC_2026_0000004,RRB NTPC,Railway,RRB,India,,2026,Operating Systems,Memory,Paging,Medium,Analyze,Fill in the blanks,SQL stands for Structured Query ____.,[],Language,SQL expands to Structured Query Language.,1,0,30,English,Mock.AI Production Generator,"['rrb-ntpc', 'operating-systems', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.642399+00:00,2026-05-01T05:44:55.642399+00:00,783698f42741b31836a8b6beb25d0ce3cc001e899eeb35332030755ce8852b77
UPSC_IES_2026_0000002,UPSC IES,Government,UPSC,India,,2026,ML,Classification,Metrics,Easy,Apply,Numerical problems,"If a train travels 52 km in 1 hours, find the speed.",[],52.0 km/h,Speed = distance/time = 52/1 = 52.0 km/h.,1,0,45,English,Mock.AI Production Generator,"['upsc-ies', 'ml', 'easy', 'numerical-problems']",2026-05-01T05:44:55.642436+00:00,2026-05-01T05:44:55.642436+00:00,e7af493aa8ea13ed1a8cfa29b85e42fd035d3b3d6ba240d03550968ec4ce2ba5
RRB_ALP_2026_0000003,RRB ALP,Railway,RRB,India,,2026,General Knowledge,Indian Geography,Rivers,Medium,Apply,Assertion-Reason,कथन (A): रेपो रेट ऋण दरों को प्रभावित करती है। कारण (R): रेपो रेट वह दर है जिस पर RBI वाणिज्यिक बैंकों को उधार देता है।,"['A और R दोनों सही हैं और R, A की सही व्याख्या है', 'A और R दोनों सही हैं पर R, A की सही व्याख्या नहीं है', 'A सही है पर R गलत है', 'A गलत है पर R सही है']","A और R दोनों सही हैं और R, A की सही व्याख्या है",Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,Hindi,Mock.AI Production Generator,"['rrb-alp', 'general-knowledge', 'medium', 'assertion-reason']",2026-05-01T05:44:55.642471+00:00,2026-05-01T05:44:55.642471+00:00,273afcd3857aec996a0320ea764ae696b32b14e80bd88a74d79a726af8a8311b
CTET_2026_0000005,CTET,Teaching,CBSE,India,,2026,Science,General Chemistry,Acids-Bases,Easy,Understand,Fill in the blanks,भारत की राजधानी ____ है।,[],नई दिल्ली,नई दिल्ली भारत की राजधानी है।,1,0,30,Hindi,Mock.AI Production Generator,"['ctet', 'science', 'easy', 'fill-in-the-blanks']",2026-05-01T05:44:55.642506+00:00,2026-05-01T05:44:55.642506+00:00,3ab4febeecf8b1803ae13c3498b0468bb4febdb52ed66b93db4cdca785638842
UPSC_CDS_2026_0000001,UPSC CDS,Defense,UPSC,India,,2026,Biology,Genetics,DNA,Easy,Understand,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['upsc-cds', 'biology', 'easy', 'diagram-based-questions']",2026-05-01T05:44:55.642542+00:00,2026-05-01T05:44:55.642542+00:00,671b845c14ef0f498ea08efd08c2a32eb9690525a538a0cb23823ea3f7258111
BPSC_2026_0000002,BPSC,State Government,BPSC,India,Bihar,2026,Polity,Local Government,Panchayati Raj,Hard,Create,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['bpsc', 'polity', 'hard', 'match-the-following']",2026-05-01T05:44:55.642576+00:00,2026-05-01T05:44:55.642576+00:00,c3b6e2d97a766fce5ded5de2df0890ee5e01a027e9482f38adea5deb740ecb11
SSC_MTS_2026_0000002,SSC MTS,Government,SSC,India,,2026,Operating Systems,Processes,Scheduling,Hard,Analyze,Numerical problems,"If a train travels 2042 km in 100 hours, find the speed.",[],20.42 km/h,Speed = distance/time = 2042/100 = 20.42 km/h.,4,1,120,English,Mock.AI Production Generator,"['ssc-mts', 'operating-systems', 'hard', 'numerical-problems']",2026-05-01T05:44:55.642613+00:00,2026-05-01T05:44:55.642613+00:00,579892e2d7bd6b8f3f15945f0169879c6cdcb2f703f1cbd0713a6c1d0ffe6d09
